team;transfermarkt_id;shirt_number;player_name;position;birth_date;age;club;height_cm;foot;international_caps;international_goals;debut_date;market_value;transfermarkt_url
Sudafrica;453370;16;Sipho Chaine;Portiere;14/12/1996;29;Orlando Pirates;1,86m;destro;4;-;10/09/2024;1,60 mln €;https://www.transfermarkt.com/sipho-chaine/profil/spieler/453370
Sudafrica;746781;17;Evidence Makgopa;Punta centrale;05/06/2000;26;Orlando Pirates;1,83m;destro;26;6;10/06/2021;1,40 mln €;https://www.transfermarkt.com/evidence-makgopa/profil/spieler/746781
Sudafrica;1175086;18;Samukele Kabini;Terzino sinistro;15/03/2004;22;Molde FK;1,79m;sinistro;6;-;10/06/2025;2,50 mln €;https://www.transfermarkt.com/samukele-kabini/profil/spieler/1175086
Sudafrica;399068;19;Nkosinathi Sibisi;Difensore centrale;22/09/1995;30;Orlando Pirates;1,72m;destro;20;-;10/06/2021;1,60 mln €;https://www.transfermarkt.com/nkosinathi-sibisi/profil/spieler/399068
Sudafrica;450806;20;Khuliso Mudau;Terzino destro;26/04/1995;31;Mamelodi Sundowns FC;1,79m;destro;32;1;25/03/2022;1,20 mln €;https://www.transfermarkt.com/khuliso-mudau/profil/spieler/450806
Sudafrica;1107265;21;Ime Okon;Difensore centrale;20/02/2004;22;Hannover 96;1,87m;destro;3;-;27/03/2026;2,00 mln €;https://www.transfermarkt.com/ime-okon/profil/spieler/1107265
Sudafrica;258304;22;Ricardo Goss;Portiere;02/04/1994;32;Siwelele Football Club;1,81m;destro;5;-;08/10/2020;350 mila €;https://www.transfermarkt.com/ricardo-goss/profil/spieler/258304
Sudafrica;804472;23;Jayden Adams;Centrocampista;05/05/2001;25;Mamelodi Sundowns FC;1,77m;destro;6;1;21/01/2024;1,80 mln €;https://www.transfermarkt.com/jayden-adams/profil/spieler/804472
Sudafrica;1069801;24;Olwethu Makhanya;Difensore centrale;30/04/2004;22;Philadelphia Union;1,85m;destro;1;-;29/05/2026;2,00 mln €;https://www.transfermarkt.com/olwethu-makhanya/profil/spieler/1069801
Sudafrica;994370;25;Kamogelo Sebelebele;Terzino destro;21/07/2002;23;Orlando Pirates;1,66m;destro;3;-;05/09/2025;1,20 mln €;https://www.transfermarkt.com/kamogelo-sebelebele/profil/spieler/994370
Sudafrica;555209;26;Bradley Cross;Terzino sinistro;30/01/2001;25;Kaizer Chiefs;1,75m;sinistro;1;-;29/05/2026;1,00 mln €;https://www.transfermarkt.com/bradley-cross/profil/spieler/555209
Svezia;549440;1;Jacob Widell Zetterström;Portiere;11/07/1998;27;Derby County;1,97m;destro;3;-;12/01/2023;2,50 mln €;https://www.transfermarkt.com/jacob-widell-zetterstrom/profil/spieler/549440
Svezia;485395;2;Gustaf Lagerbielke;Difensore centrale;10/04/2000;26;SC Braga;1,93m;destro;11;2;12/01/2023;10,00 mln €;https://www.transfermarkt.com/gustaf-lagerbielke/profil/spieler/485395
Svezia;184573;3;Victor Lindelöf;Difensore centrale;17/07/1994;31;Aston Villa;1,87m;destro;76;3;24/03/2016;5,00 mln €;https://www.transfermarkt.com/victor-lindelof/profil/spieler/184573
Svezia;503075;4;Isak Hien;Difensore centrale;13/01/1999;27;Atalanta;1,91m;destro;29;-;24/09/2022;22,00 mln €;https://www.transfermarkt.com/isak-hien/profil/spieler/503075
Svezia;362108;5;Gabriel Gudmundsson;Terzino sinistro;29/04/1999;27;Leeds United;1,81m;sinistro;24;-;09/06/2022;20,00 mln €;https://www.transfermarkt.com/gabriel-gudmundsson/profil/spieler/362108
Svezia;744853;6;Herman Johansson;Esterno di destra;16/10/1997;28;FC Dallas;1,90m;destro;3;-;18/11/2025;1,80 mln €;https://www.transfermarkt.com/herman-johansson/profil/spieler/744853
Svezia;866246;7;Lucas Bergvall;Centrocampista;02/02/2006;20;Tottenham Hotspur;1,87m;destro;10;-;12/01/2024;35,00 mln €;https://www.transfermarkt.com/lucas-bergvall/profil/spieler/866246
Svezia;579287;8;Daniel Svensson;Terzino sinistro;12/02/2002;24;Borussia Dortmund;1,83m;sinistro;13;-;14/10/2024;22,00 mln €;https://www.transfermarkt.com/daniel-svensson/profil/spieler/579287
Svezia;349066;9;Alexander Isak;Punta centrale;21/09/1999;26;FC Liverpool;1,90m;destro;58;17;08/01/2017;85,00 mln €;https://www.transfermarkt.com/alexander-isak/profil/spieler/349066
Svezia;475949;10;Benjamin Nygren;Trequartista;08/07/2001;24;Celtic Glasgow;1,87m;sinistro;11;3;22/03/2025;14,00 mln €;https://www.transfermarkt.com/benjamin-nygren/profil/spieler/475949
Svezia;583189;11;Anthony Elanga;Ala destra;27/04/2002;24;Newcastle United;1,78m;destro;30;6;24/03/2022;32,00 mln €;https://www.transfermarkt.com/anthony-elanga/profil/spieler/583189
Svezia;273742;12;Viktor Johansson;Portiere;14/09/1998;27;Stoke City;1,87m;destro;12;-;12/10/2023;12,00 mln €;https://www.transfermarkt.com/viktor-johansson/profil/spieler/273742
Svezia;252345;13;Ken Sema;Terzino sinistro;30/09/1993;32;Pafos FC;1,80m;sinistro;33;5;12/01/2017;800 mila €;https://www.transfermarkt.com/ken-sema/profil/spieler/252345
Svezia;392179;14;Hjalmar Ekdal;Difensore centrale;21/10/1998;27;FC Burnley;1,87m;destro;13;-;09/06/2022;5,00 mln €;https://www.transfermarkt.com/hjalmar-ekdal/profil/spieler/392179
Svezia;258987;15;Carl Starfelt;Difensore centrale;01/06/1995;31;Celta de Vigo;1,85m;destro;18;-;08/10/2020;4,50 mln €;https://www.transfermarkt.com/carl-starfelt/profil/spieler/258987
Svezia;222855;16;Jesper Karlström;Mediano;21/06/1995;30;Udinese Calcio;1,82m;destro;25;-;11/01/2018;4,00 mln €;https://www.transfermarkt.com/jesper-karlstrom/profil/spieler/222855
Svezia;325443;17;Viktor Gyökeres;Punta centrale;04/06/1998;28;FC Arsenal;1,89m;destro;33;20;08/01/2019;65,00 mln €;https://www.transfermarkt.com/viktor-gyokeres/profil/spieler/325443
Svezia;667287;18;Yasin Ayari;Centrocampista;06/10/2003;22;Brighton & Hove Albion;1,72m;destro;21;3;09/01/2023;35,00 mln €;https://www.transfermarkt.com/yasin-ayari/profil/spieler/667287
Svezia;342405;19;Mattias Svanberg;Centrocampista;05/01/1999;27;VfL Wolfsburg;1,86m;destro;40;2;18/11/2019;8,00 mln €;https://www.transfermarkt.com/mattias-svanberg/profil/spieler/342405
Svezia;292534;20;Eric Smith;Difensore centrale;08/01/1997;29;FC St. Pauli;1,92m;destro;2;-;01/06/2026;5,00 mln €;https://www.transfermarkt.com/eric-smith/profil/spieler/292534
Svezia;633454;21;Alexander Bernhardsson;Ala destra;08/09/1998;27;Holstein Kiel;1,84m;sinistro;11;-;09/01/2023;3,00 mln €;https://www.transfermarkt.com/alexander-bernhardsson/profil/spieler/633454
Svezia;715653;22;Besfort Zeneli;Centrocampista;21/11/2002;23;Union Saint-Gilloise;1,87m;destro;8;-;22/03/2025;6,00 mln €;https://www.transfermarkt.com/besfort-zeneli/profil/spieler/715653
Svezia;75890;23;Kristoffer Nordfeldt;Portiere;23/06/1989;36;AIK;1,90m;destro;21;-;22/01/2011;175 mila €;https://www.transfermarkt.com/kristoffer-nordfeldt/profil/spieler/75890
Svezia;687622;24;Elliot Stroud;Esterno di sinistra;22/06/2002;23;Mjällby AIF;1,85m;sinistro;1;-;04/06/2026;5,00 mln €;https://www.transfermarkt.com/elliot-stroud/profil/spieler/687622
Svezia;320440;25;Gustaf Nilsson;Punta centrale;23/05/1997;29;Club Bruges;1,97m;destro;10;4;07/01/2018;1,80 mln €;https://www.transfermarkt.com/gustaf-nilsson/profil/spieler/320440
Svezia;731771;26;Taha Ali;Ala sinistra;01/07/1998;27;Malmö FF;1,74m;destro;2;-;12/01/2024;1,50 mln €;https://www.transfermarkt.com/taha-ali/profil/spieler/731771
Svizzera;257814;1;Gregor Kobel;Portiere;06/12/1997;28;Borussia Dortmund;1,96m;destro;20;-;01/09/2021;40,00 mln €;https://www.transfermarkt.com/gregor-kobel/profil/spieler/257814
Svizzera;298603;2;Miro Muheim;Terzino sinistro;24/03/1998;28;Amburgo SV;1,82m;sinistro;9;-;18/11/2024;5,00 mln €;https://www.transfermarkt.com/miro-muheim/profil/spieler/298603
Svizzera;168989;3;Silvan Widmer;Terzino destro;05/03/1993;33;1.FSV Magonza 05;1,83m;destro;59;5;14/10/2014;800 mila €;https://www.transfermarkt.com/silvan-widmer/profil/spieler/168989
Svizzera;192635;4;Nico Elvedi;Difensore centrale;30/09/1996;29;Borussia Mönchengladbach;1,89m;destro;66;3;28/05/2016;8,00 mln €;https://www.transfermarkt.com/nico-elvedi/profil/spieler/192635
Svizzera;284730;5;Manuel Akanji;Difensore centrale;19/07/1995;30;Inter;1,88m;destro;80;4;09/06/2017;17,00 mln €;https://www.transfermarkt.com/manuel-akanji/profil/spieler/284730
Svizzera;334526;6;Denis Zakaria;Mediano;20/11/1996;29;AS Monaco;1,89m;destro;64;3;28/05/2016;25,00 mln €;https://www.transfermarkt.com/denis-zakaria/profil/spieler/334526
Svizzera;237662;7;Breel Embolo;Punta centrale;14/02/1997;29;Stade Rennes FC;1,84m;destro;86;24;31/03/2015;15,00 mln €;https://www.transfermarkt.com/breel-embolo/profil/spieler/237662
Svizzera;148252;8;Remo Freuler;Centrocampista;15/04/1992;34;Bologna FC;1,81m;destro;87;11;25/03/2017;3,00 mln €;https://www.transfermarkt.com/remo-freuler/profil/spieler/148252
Svizzera;927353;9;Johan Manzambi;Centrocampista;14/10/2005;20;SC Friburgo;1,82m;destro;11;3;07/06/2025;50,00 mln €;https://www.transfermarkt.com/johan-manzambi/profil/spieler/927353
Svizzera;111455;10;Granit Xhaka;Mediano;27/09/1992;33;AFC Sunderland;1,83m;sinistro;145;17;04/06/2011;8,00 mln €;https://www.transfermarkt.com/granit-xhaka/profil/spieler/111455
Svizzera;365108;11;Dan Ndoye;Ala destra;25/10/2000;25;Nottingham Forest;1,84m;destro;30;7;24/09/2022;32,00 mln €;https://www.transfermarkt.com/dan-ndoye/profil/spieler/365108
Svizzera;147051;12;Yvon Mvogo;Portiere;06/06/1994;32;FC Lorient;1,90m;destro;13;-;15/10/2018;2,50 mln €;https://www.transfermarkt.com/yvon-mvogo/profil/spieler/147051
Svizzera;86784;13;Ricardo Rodríguez;Terzino sinistro;25/08/1992;33;Real Betis Balompié;1,82m;sinistro;137;9;07/10/2011;1,40 mln €;https://www.transfermarkt.com/ricardo-rodriguez/profil/spieler/86784
Svizzera;608172;14;Ardon Jashari;Mediano;30/07/2002;23;AC Milan;1,81m;sinistro;7;-;27/09/2022;25,00 mln €;https://www.transfermarkt.com/ardon-jashari/profil/spieler/608172
Svizzera;212723;15;Djibril Sow;Centrocampista;06/02/1997;29;Siviglia FC;1,83m;destro;51;-;08/09/2018;7,50 mln €;https://www.transfermarkt.com/djibril-sow/profil/spieler/212723
Svizzera;250490;16;Christian Fassnacht;Trequartista;11/11/1993;32;BSC Young Boys;1,85m;destro;22;5;12/10/2018;2,00 mln €;https://www.transfermarkt.com/christian-fassnacht/profil/spieler/250490
Svizzera;345886;17;Rubén Vargas;Ala sinistra;05/08/1998;27;Siviglia FC;1,79m;destro;61;11;08/09/2019;12,00 mln €;https://www.transfermarkt.com/ruben-vargas/profil/spieler/345886
Svizzera;298583;18;Eray Cömert;Difensore centrale;04/02/1998;28;Valencia CF;1,83m;destro;21;-;18/11/2019;2,50 mln €;https://www.transfermarkt.com/eray-comert/profil/spieler/298583
Svizzera;346890;19;Noah Okafor;Ala sinistra;24/05/2000;26;Leeds United;1,85m;destro;24;2;09/06/2019;25,00 mln €;https://www.transfermarkt.com/noah-okafor/profil/spieler/346890
Svizzera;237658;20;Michel Aebischer;Centrocampista;06/01/1997;29;Pisa Sporting Club;1,83m;destro;39;2;18/11/2019;4,00 mln €;https://www.transfermarkt.com/michel-aebischer/profil/spieler/237658
Svizzera;500763;21;Marvin Keller;Portiere;03/07/2002;23;BSC Young Boys;1,89m;destro;1;-;31/05/2026;6,00 mln €;https://www.transfermarkt.com/marvin-keller/profil/spieler/500763
Svizzera;507341;22;Fabian Rieder;Trequartista;16/02/2002;24;FC Augusta;1,81m;sinistro;27;1;24/11/2022;12,00 mln €;https://www.transfermarkt.com/fabian-rieder/profil/spieler/507341
Svizzera;548729;23;Zeki Amdouni;Punta centrale;04/12/2000;25;FC Burnley;1,83m;destro;28;11;27/09/2022;7,00 mln €;https://www.transfermarkt.com/zeki-amdouni/profil/spieler/548729
Svizzera;635645;24;Aurèle Amenda;Difensore centrale;31/07/2003;22;Eintracht Francoforte;1,94m;destro;6;-;15/11/2024;10,00 mln €;https://www.transfermarkt.com/aurele-amenda/profil/spieler/635645
Svizzera;539798;25;Luca Jaquez;Difensore centrale;02/06/2003;23;VfB Stoccarda;1,87m;destro;3;-;10/10/2025;10,00 mln €;https://www.transfermarkt.com/luca-jaquez/profil/spieler/539798
Svizzera;243856;26;Cedric Itten;Punta centrale;27/12/1996;29;Fortuna Düsseldorf;1,90m;destro;14;5;15/11/2019;1,80 mln €;https://www.transfermarkt.com/cedric-itten/profil/spieler/243856
Tunisia;584250;1;Abdelmouhib Chamakh;Portiere;25/08/2001;24;Club Africain;1,89m;destro;3;-;01/04/2026;800 mila €;https://www.transfermarkt.com/abdelmouhib-chamakh/profil/spieler/584250
Tunisia;211474;2;Ali Abdi;Terzino sinistro;20/12/1993;32;OGC Nizza;1,77m;sinistro;46;7;25/03/2021;2,00 mln €;https://www.transfermarkt.com/ali-abdi/profil/spieler/211474
Tunisia;496706;3;Montassar Talbi;Difensore centrale;26/05/1998;28;FC Lorient;1,90m;destro;64;4;28/03/2021;8,00 mln €;https://www.transfermarkt.com/montassar-talbi/profil/spieler/496706
Tunisia;578292;4;Omar Rekik;Difensore centrale;20/12/2001;24;NK Maribor;1,88m;destro;6;-;15/06/2021;500 mila €;https://www.transfermarkt.com/omar-rekik/profil/spieler/578292
Tunisia;1071742;5;Adem Arous;Difensore centrale;17/07/2004;21;Kasimpasa;1,88m;destro;2;-;29/03/2026;4,00 mln €;https://www.transfermarkt.com/adem-arous/profil/spieler/1071742
Tunisia;450417;6;Dylan Bronn;Difensore centrale;19/06/1995;30;Servette FC;1,86m;destro;52;2;28/03/2017;600 mila €;https://www.transfermarkt.com/dylan-bronn/profil/spieler/450417
Tunisia;645589;7;Elias Achouri;Ala sinistra;10/02/1999;27;FC Copenhagen;1,87m;destro;30;5;02/06/2022;3,00 mln €;https://www.transfermarkt.com/elias-achouri/profil/spieler/645589
Tunisia;526466;8;Elias Saad;Ala sinistra;27/12/1999;26;Hannover 96;1,85m;destro;15;3;26/03/2024;2,00 mln €;https://www.transfermarkt.com/elias-saad/profil/spieler/526466
Tunisia;953150;9;Hazem Mastouri;Punta centrale;18/06/1997;28;Dinamo Makhachkala;1,91m;destro;19;4;14/11/2024;900 mila €;https://www.transfermarkt.com/hazem-mastouri/profil/spieler/953150
Tunisia;607224;10;Hannibal;Trequartista;21/01/2003;23;FC Burnley;1,77m;destro;45;1;05/06/2021;15,00 mln €;https://www.transfermarkt.com/hannibal/profil/spieler/607224
Tunisia;810096;11;Ismaël Gharbi;Ala sinistra;10/04/2004;22;FC Augusta;1,80m;destro;17;2;04/09/2025;5,00 mln €;https://www.transfermarkt.com/ismael-gharbi/profil/spieler/810096
Tunisia;230921;12;Mortadha Ben Ouanes;Ala sinistra;02/07/1994;31;Kasimpasa;1,88m;sinistro;18;-;21/09/2019;1,50 mln €;https://www.transfermarkt.com/mortadha-ben-ouanes/profil/spieler/230921
Tunisia;124410;13;Rani Khedira;Mediano;27/01/1994;32;1.FC Union Berlino;1,88m;destro;3;-;29/03/2026;2,00 mln €;https://www.transfermarkt.com/rani-khedira/profil/spieler/124410
Tunisia;1198342;14;Khalil Ayari;Ala destra;02/02/2005;21;Paris Saint-Germain Espoirs;1,74m;sinistro;4;-;29/03/2026;1,00 mln €;https://www.transfermarkt.com/khalil-ayari/profil/spieler/1198342
Tunisia;673513;15;Mohamed Belhadj Mahmoud;Mediano;24/04/2000;26;FC Lugano;1,79m;destro;9;-;04/09/2025;2,00 mln €;https://www.transfermarkt.com/mohamed-belhadj-mahmoud/profil/spieler/673513
Tunisia;569433;16;Aymen Dahmen;Portiere;28/01/1997;29;CS Sfaxien;1,88m;destro;37;-;28/03/2021;800 mila €;https://www.transfermarkt.com/aymen-dahmen/profil/spieler/569433
Tunisia;290587;17;Ellyes Skhiri;Mediano;10/05/1995;31;Eintracht Francoforte;1,85m;destro;83;4;23/03/2018;5,00 mln €;https://www.transfermarkt.com/ellyes-skhiri/profil/spieler/290587
Tunisia;1273985;18;Rayan Elloumi;Punta centrale;17/09/2007;18;Vancouver Whitecaps FC;1,80m;destro;4;-;29/03/2026;800 mila €;https://www.transfermarkt.com/rayan-elloumi/profil/spieler/1273985
Tunisia;402087;19;Firas Chaouat;Punta centrale;08/05/1996;30;Club Africain;1,85m;destro;30;6;16/10/2018;1,20 mln €;https://www.transfermarkt.com/firas-chaouat/profil/spieler/402087
Tunisia;406008;20;Yan Valery;Terzino destro;22/02/1999;27;BSC Young Boys;1,81m;destro;22;-;27/09/2022;1,50 mln €;https://www.transfermarkt.com/yan-valery/profil/spieler/406008
Tunisia;454495;21;Mohamed Amine Ben Hamida;Terzino sinistro;15/12/1995;30;Esperance Tunis;1,81m;sinistro;13;-;30/11/2021;1,00 mln €;https://www.transfermarkt.com/mohamed-amine-ben-hamida/profil/spieler/454495
Tunisia;295381;22;Sabri Ben Hessen;Portiere;13/06/1996;29;Etoile Sportive du Sahel;1,89m;destro;1;-;29/03/2026;550 mila €;https://www.transfermarkt.com/sabri-ben-hessen/profil/spieler/295381
Tunisia;1034598;23;Moutaz Neffati;Terzino destro;04/09/2004;21;IFK Norrköping;1,82m;destro;5;-;13/10/2025;1,20 mln €;https://www.transfermarkt.com/moutaz-neffati/profil/spieler/1034598
Tunisia;1075790;24;Raed Chikhaoui;Difensore centrale;09/06/2004;21;US Monastir;1,91m;destro;-;-;-;600 mila €;https://www.transfermarkt.com/raed-chikhaoui/profil/spieler/1075790
Tunisia;546712;25;Anis Ben Slimane;Centrocampista;16/03/2001;25;Norwich City;1,88m;entrambi;41;4;09/10/2020;4,00 mln €;https://www.transfermarkt.com/anis-ben-slimane/profil/spieler/546712
Tunisia;539677;26;Sebastian Tounekti;Ala sinistra;13/07/2002;23;Celtic Glasgow;1,82m;destro;12;1;07/10/2021;5,00 mln €;https://www.transfermarkt.com/sebastian-tounekti/profil/spieler/539677
Turchia;51894;1;Mert Günok;Portiere;01/03/1989;37;Fenerbahce;1,96m;destro;37;-;24/05/2012;500 mila €;https://www.transfermarkt.com/mert-gunok/profil/spieler/51894
Turchia;251075;2;Zeki Çelik;Terzino destro;17/02/1997;29;AS Roma;1,80m;destro;60;3;05/06/2018;14,00 mln €;https://www.transfermarkt.com/zeki-celik/profil/spieler/251075
Turchia;340879;3;Merih Demiral;Difensore centrale;05/03/1998;28;Al-Ahli SFC;1,90m;destro;62;6;20/11/2018;12,00 mln €;https://www.transfermarkt.com/merih-demiral/profil/spieler/340879
Turchia;320141;4;Çağlar Söyüncü;Difensore centrale;23/05/1996;30;Fenerbahce;1,85m;entrambi;60;2;24/03/2016;3,50 mln €;https://www.transfermarkt.com/caglar-soyuncu/profil/spieler/320141
Turchia;244940;5;Salih Özcan;Mediano;11/01/1998;28;Borussia Dortmund;1,82m;destro;29;1;29/03/2022;3,50 mln €;https://www.transfermarkt.com/salih-ozcan/profil/spieler/244940
Turchia;454567;6;Orkun Kökçü;Centrocampista;29/12/2000;25;Besiktas JK;1,75m;entrambi;49;4;06/09/2020;25,00 mln €;https://www.transfermarkt.com/orkun-kokcu/profil/spieler/454567
Turchia;382528;7;Kerem Aktürkoğlu;Ala sinistra;21/10/1998;27;Fenerbahce;1,72m;destro;51;15;27/05/2021;20,00 mln €;https://www.transfermarkt.com/kerem-akturkoglu/profil/spieler/382528
Turchia;861410;8;Arda Güler;Trequartista;25/02/2005;21;Real Madrid;1,75m;sinistro;29;6;19/11/2022;90,00 mln €;https://www.transfermarkt.com/arda-guler/profil/spieler/861410
Turchia;1063292;9;Deniz Gül;Punta centrale;02/07/2004;21;FC Porto;1,92m;destro;7;2;20/03/2025;5,00 mln €;https://www.transfermarkt.com/deniz-gul/profil/spieler/1063292
Turchia;126414;10;Hakan Çalhanoğlu;Mediano;08/02/1994;32;Inter;1,78m;destro;105;22;06/09/2013;16,00 mln €;https://www.transfermarkt.com/hakan-calhanoglu/profil/spieler/126414
Turchia;845654;11;Kenan Yıldız;Ala sinistra;04/05/2005;21;Juventus FC;1,87m;entrambi;28;5;12/10/2023;75,00 mln €;https://www.transfermarkt.com/kenan-yildiz/profil/spieler/845654
Turchia;336077;12;Altay Bayındır;Portiere;14/04/1998;28;Manchester United;1,98m;destro;12;-;27/05/2021;5,00 mln €;https://www.transfermarkt.com/altay-bayindir/profil/spieler/336077
Turchia;616894;13;Eren Elmalı;Terzino sinistro;07/07/2000;25;Galatasaray;1,81m;sinistro;22;-;07/06/2022;5,00 mln €;https://www.transfermarkt.com/eren-elmali/profil/spieler/616894
Turchia;199316;14;Abdülkerim Bardakcı;Difensore centrale;07/09/1994;31;Galatasaray;1,85m;sinistro;26;2;16/06/2023;6,50 mln €;https://www.transfermarkt.com/abdulkerim-bardakci/profil/spieler/199316
Turchia;361260;15;Ozan Kabak;Difensore centrale;25/03/2000;26;TSG 1899 Hoffenheim;1,87m;destro;29;2;17/11/2019;15,00 mln €;https://www.transfermarkt.com/ozan-kabak/profil/spieler/361260
Turchia;613725;16;İsmail Yüksek;Mediano;26/01/1999;27;Fenerbahce;1,83m;destro;31;1;22/09/2022;15,00 mln €;https://www.transfermarkt.com/ismail-yuksek/profil/spieler/613725
Turchia;216603;17;İrfan Can Kahveci;Ala destra;15/07/1995;30;Kasimpasa;1,80m;sinistro;46;6;23/03/2018;3,00 mln €;https://www.transfermarkt.com/irfan-can-kahveci/profil/spieler/216603
Turchia;353922;18;Mert Müldür;Terzino destro;03/04/1999;27;Fenerbahce;1,84m;destro;44;3;11/10/2018;7,00 mln €;https://www.transfermarkt.com/mert-muldur/profil/spieler/353922
Turchia;396908;19;Yunus Akgün;Ala destra;07/07/2000;25;Galatasaray;1,73m;sinistro;18;3;04/06/2022;18,00 mln €;https://www.transfermarkt.com/yunus-akgun/profil/spieler/396908
Turchia;369316;20;Ferdi Kadıoğlu;Terzino sinistro;07/10/1999;26;Brighton & Hove Albion;1,74m;destro;30;2;04/06/2022;35,00 mln €;https://www.transfermarkt.com/ferdi-kadioglu/profil/spieler/369316
Turchia;541537;21;Barış Alper Yılmaz;Ala sinistra;23/05/2000;26;Galatasaray;1,86m;destro;34;3;13/11/2021;30,00 mln €;https://www.transfermarkt.com/baris-alper-yilmaz/profil/spieler/541537
Turchia;119031;22;Kaan Ayhan;Mediano;10/11/1994;31;Galatasaray;1,85m;destro;73;5;31/08/2016;1,50 mln €;https://www.transfermarkt.com/kaan-ayhan/profil/spieler/119031
Turchia;292199;23;Uğurcan Çakır;Portiere;05/04/1996;30;Galatasaray;1,91m;destro;38;-;30/05/2019;15,00 mln €;https://www.transfermarkt.com/ugurcan-cakir/profil/spieler/292199
Turchia;563749;24;Oğuz Aydın;Ala destra;27/10/2000;25;Fenerbahce;1,83m;destro;10;-;04/06/2024;7,00 mln €;https://www.transfermarkt.com/oguz-aydin/profil/spieler/563749
Turchia;295024;25;Samet Akaydin;Difensore centrale;13/03/1994;32;Caykur Rizespor;1,90m;destro;19;1;19/11/2022;1,20 mln €;https://www.transfermarkt.com/samet-akaydin/profil/spieler/295024
Turchia;816585;26;Can Uzun;Trequartista;11/11/2005;20;Eintracht Francoforte;1,86m;destro;5;1;22/03/2024;45,00 mln €;https://www.transfermarkt.com/can-uzun/profil/spieler/816585
Uruguay;264014;1;Sergio Rochet;Portiere;23/03/1993;33;Sport Club Internacional;1,89m;destro;35;-;28/01/2022;1,80 mln €;https://www.transfermarkt.com/sergio-rochet/profil/spieler/264014
